tx_id,customer_id,home_country,amount,country,ip_country,channel,merchant_category,previous_balance,new_balance,timestamp,is_suspicious,reason,risk_score,timestamp_dt,hour,risk_label
1020,1011,BR,26.93,CN,RU,CAJERO,SUSCRIPCION_STREAMING,17695.35,17668.42,2025-12-07 04:09:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 04:09:08,4,MEDIUM
588,1011,BR,2309.17,AR,CN,APP,TRANSFERENCIA_P2P,17794.27,15485.1,2025-12-07 07:56:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 07:56:08,7,LOW
642,1011,BR,85.7,CN,AR,POS,SUPERMERCADO,6280.53,6194.83,2025-12-07 08:37:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 08:37:08,8,MEDIUM
971,1011,BR,2146.53,US,NG,WEB,CRIPTO_EXCHANGE,13689.39,11542.86,2025-12-07 16:43:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 16:43:08,16,LOW
1185,1011,BR,1754.58,AR,CN,POS,CRIPTO_EXCHANGE,7124.81,5370.2300000000005,2025-12-07 21:59:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 21:59:08,21,LOW
1063,1011,BR,108.56,RU,PY,APP,SUPERMERCADO,6278.2,6169.639999999999,2025-12-07 22:24:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 22:24:08,22,MEDIUM
496,1011,BR,283.47,CN,AR,APP,ELECTRONICA,4726.2,4442.73,2025-12-08 00:13:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-08 00:13:08,0,MEDIUM
899,1011,BR,181.1,AR,ES,WEB,ELECTRONICA,16829.34,16648.24,2025-12-08 01:53:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 01:53:08,1,LOW
780,1011,BR,1138.0,RU,MX,WEB,CASINO_ONLINE,6194.78,5056.78,2025-12-08 02:43:08,True,País de alto riesgo; IP y tarjeta en países distintos; Actividad nocturna inusual; ,60,2025-12-08 02:43:08,2,MEDIUM
1266,1011,BR,27.97,AR,MX,POS,SUPERMERCADO,19585.97,19558.0,2025-12-08 14:44:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 14:44:08,14,LOW
362,1011,BR,170.68,NG,AR,POS,SUPERMERCADO,15753.84,15583.16,2025-12-08 23:05:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-08 23:05:08,23,MEDIUM
114,1011,BR,3545.65,PY,ES,POS,TRANSFERENCIA_P2P,12826.25,9280.6,2025-12-09 02:30:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-09 02:30:08,2,LOW
35,1011,BR,1940.91,ES,NG,CAJERO,TRANSFERENCIA_P2P,13363.77,11422.86,2025-12-09 07:19:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 07:19:08,7,LOW
643,1011,BR,4307.78,MX,PY,CAJERO,CRIPTO_EXCHANGE,11597.81,7290.03,2025-12-09 08:40:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 08:40:08,8,LOW
985,1011,BR,14734.18,BR,CN,CAJERO,TRANSFERENCIA_P2P,1804.68,0.0,2025-12-09 12:55:08,True,Monto extremadamente alto; Vaciado de cuenta; ,60,2025-12-09 12:55:08,12,MEDIUM
397,1011,BR,12.71,DE,US,POS,SUSCRIPCION_STREAMING,1197.63,1184.92,2025-12-10 05:21:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 05:21:08,5,LOW
1325,1011,BR,8.48,US,ES,CAJERO,SUSCRIPCION_STREAMING,18753.85,18745.37,2025-12-10 06:00:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 06:00:08,6,LOW
447,1011,BR,7.27,PY,RU,CAJERO,SUSCRIPCION_STREAMING,8740.35,8733.08,2025-12-10 09:37:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 09:37:08,9,LOW
1286,1011,BR,137.31,NG,US,POS,RESTAURANTE,15858.38,15721.07,2025-12-10 10:01:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-10 10:01:08,10,MEDIUM
282,1011,BR,219.54,ES,ES,CAJERO,CASINO_ONLINE,14.4,0.0,2025-12-10 19:08:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 19:08:08,19,LOW
987,1011,BR,136.22,PY,MX,CAJERO,RESTAURANTE,11703.53,11567.31,2025-12-10 23:28:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 23:28:08,23,LOW
863,1012,BR,327.37,DE,NG,APP,ELECTRONICA,15738.17,15410.8,2025-12-04 13:05:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 13:05:08,13,LOW
919,1012,BR,1372.14,RU,RU,CAJERO,LUJOS,11201.3,9829.16,2025-12-04 13:52:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-04 13:52:08,13,MEDIUM
382,1012,BR,56.69,AR,PY,APP,SUPERMERCADO,13412.01,13355.32,2025-12-04 20:00:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 20:00:08,20,LOW
684,1012,BR,20320.85,ES,NG,WEB,CRIPTO_EXCHANGE,7013.7,0.0,2025-12-05 02:08:08,True,Monto extremadamente alto; IP y tarjeta en países distintos; Actividad nocturna inusual; Vaciado de cuenta; ,95,2025-12-05 02:08:08,2,HIGH
1413,1012,BR,1732.81,US,MX,WEB,CASINO_ONLINE,2524.81,792.0,2025-12-05 11:59:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 11:59:08,11,LOW
1336,1012,BR,209.35,PY,PY,WEB,TRANSFERENCIA_P2P,9659.36,9450.01,2025-12-05 20:29:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 20:29:08,20,LOW
1222,1012,BR,82.97,CN,CN,WEB,SUPERMERCADO,19881.28,19798.31,2025-12-06 05:51:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-06 05:51:08,5,MEDIUM
947,1012,BR,12.73,AR,AR,WEB,SUSCRIPCION_STREAMING,7959.88,7947.150000000001,2025-12-06 08:13:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 08:13:08,8,LOW
469,1012,BR,189.45,MX,AR,WEB,SUSCRIPCION_STREAMING,7578.46,7389.01,2025-12-06 14:46:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 14:46:08,14,LOW
1371,1012,BR,2618.81,ES,MX,POS,LUJOS,12444.22,9825.41,2025-12-06 15:28:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 15:28:08,15,LOW
648,1012,BR,8.75,DE,ES,CAJERO,SUSCRIPCION_STREAMING,1593.8,1585.05,2025-12-07 09:54:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 09:54:08,9,LOW
483,1012,BR,1822.45,PY,CN,WEB,TRANSFERENCIA_P2P,17619.88,15797.43,2025-12-07 11:36:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 11:36:08,11,LOW
683,1012,BR,1608.73,DE,PY,APP,CASINO_ONLINE,16754.33,15145.600000000002,2025-12-07 12:10:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 12:10:08,12,LOW
257,1012,BR,16.39,PY,PY,SUCURSAL,SUSCRIPCION_STREAMING,4006.21,3989.82,2025-12-07 14:29:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 14:29:08,14,LOW
587,1012,BR,6579.61,ES,MX,WEB,LUJOS,2141.53,0.0,2025-12-07 17:28:08,True,IP y tarjeta en países distintos; Vaciado de cuenta; ,40,2025-12-07 17:28:08,17,MEDIUM
1263,1012,BR,4640.03,NG,ES,POS,TRANSFERENCIA_P2P,4824.8,184.77000000000044,2025-12-07 22:13:08,True,País de alto riesgo; IP y tarjeta en países distintos; Vaciado de cuenta; ,65,2025-12-07 22:13:08,22,MEDIUM
322,1012,BR,996.64,US,MX,CAJERO,CRIPTO_EXCHANGE,10987.31,9990.67,2025-12-08 00:01:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-08 00:01:08,0,LOW
1131,1012,BR,70.5,MX,DE,POS,CASINO_ONLINE,1281.77,1211.27,2025-12-08 07:21:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 07:21:08,7,LOW
634,1012,BR,69.98,NG,PY,POS,SUPERMERCADO,4998.45,4928.47,2025-12-08 08:27:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-08 08:27:08,8,MEDIUM
783,1012,BR,200.16,AR,NG,SUCURSAL,TRANSFERENCIA_P2P,8718.97,8518.81,2025-12-08 20:14:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 20:14:08,20,LOW
1419,1012,BR,1175.61,ES,MX,WEB,CASINO_ONLINE,10768.0,9592.39,2025-12-09 02:38:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-09 02:38:08,2,LOW
751,1012,BR,9937.17,MX,DE,APP,LUJOS,6232.11,0.0,2025-12-09 04:11:08,True,Monto extremadamente alto; IP y tarjeta en países distintos; Actividad nocturna inusual; Vaciado de cuenta; ,95,2025-12-09 04:11:08,4,HIGH
1471,1012,BR,1895.43,PY,MX,APP,ELECTRONICA,2530.0,634.5699999999999,2025-12-09 04:49:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-09 04:49:08,4,LOW
929,1012,BR,512.44,RU,MX,WEB,ELECTRONICA,6149.93,5637.49,2025-12-10 05:12:08,True,País de alto riesgo; IP y tarjeta en países distintos; Actividad nocturna inusual; ,60,2025-12-10 05:12:08,5,MEDIUM
680,1012,BR,47.34,RU,MX,CAJERO,RESTAURANTE,259.89,212.55,2025-12-10 17:15:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-10 17:15:08,17,MEDIUM
318,1013,PY,1003.05,DE,MX,CAJERO,CASINO_ONLINE,15646.88,14643.83,2025-12-04 13:30:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 13:30:08,13,LOW
579,1013,PY,40.23,US,AR,POS,RESTAURANTE,16381.03,16340.8,2025-12-04 18:21:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 18:21:08,18,LOW
176,1013,PY,1537.22,NG,AR,WEB,ELECTRONICA,11002.42,9465.2,2025-12-04 19:24:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-04 19:24:08,19,MEDIUM
255,1013,PY,2118.89,ES,MX,POS,CASINO_ONLINE,1762.81,0.0,2025-12-05 11:46:08,True,IP y tarjeta en países distintos; Vaciado de cuenta; ,40,2025-12-05 11:46:08,11,MEDIUM
1047,1013,PY,2646.83,ES,DE,WEB,TRANSFERENCIA_P2P,18874.03,16227.2,2025-12-05 20:29:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 20:29:08,20,LOW
1372,1013,PY,53.03,ES,DE,POS,SUPERMERCADO,4251.82,4198.79,2025-12-06 02:25:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 02:25:08,2,LOW
1024,1013,PY,9.85,RU,PY,APP,SUSCRIPCION_STREAMING,16601.18,16591.33,2025-12-06 04:58:08,True,País de alto riesgo; ,25,2025-12-06 04:58:08,4,LOW
1298,1013,PY,2808.7,CN,US,APP,LUJOS,17536.78,14728.079999999998,2025-12-07 11:42:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 11:42:08,11,MEDIUM
1252,1013,PY,19.73,AR,NG,SUCURSAL,SUSCRIPCION_STREAMING,16280.95,16261.22,2025-12-07 13:25:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 13:25:08,13,LOW
444,1013,PY,43.8,BR,BR,POS,SUPERMERCADO,12114.19,12070.39,2025-12-07 13:48:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 13:48:08,13,LOW
438,1013,PY,5983.02,AR,PY,SUCURSAL,CRIPTO_EXCHANGE,2208.84,0.0,2025-12-07 13:55:08,True,Vaciado de cuenta; ,20,2025-12-07 13:55:08,13,LOW
688,1013,PY,381.42,NG,RU,SUCURSAL,CRIPTO_EXCHANGE,7445.65,7064.23,2025-12-07 15:13:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 15:13:08,15,MEDIUM
470,1013,PY,21.49,MX,US,POS,SUSCRIPCION_STREAMING,2615.89,2594.4,2025-12-08 04:48:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 04:48:08,4,LOW
261,1013,PY,137.11,DE,BR,CAJERO,RESTAURANTE,12371.94,12234.83,2025-12-08 08:56:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 08:56:08,8,LOW
179,1013,PY,2920.08,BR,ES,CAJERO,CRIPTO_EXCHANGE,8384.7,5464.620000000001,2025-12-08 09:03:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 09:03:08,9,LOW
19,1013,PY,3858.5,US,NG,APP,CASINO_ONLINE,495.73,0.0,2025-12-08 10:06:08,True,IP y tarjeta en países distintos; Vaciado de cuenta; ,40,2025-12-08 10:06:08,10,MEDIUM
1350,1013,PY,2389.31,AR,MX,CAJERO,TRANSFERENCIA_P2P,14871.89,12482.58,2025-12-08 12:10:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 12:10:08,12,LOW
836,1013,PY,2386.71,MX,RU,POS,TRANSFERENCIA_P2P,15395.75,13009.04,2025-12-08 14:46:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 14:46:08,14,LOW
823,1013,PY,76.93,BR,CN,APP,SUPERMERCADO,6067.41,5990.48,2025-12-08 23:10:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 23:10:08,23,LOW
747,1013,PY,4576.05,CN,AR,SUCURSAL,CRIPTO_EXCHANGE,10978.02,6401.97,2025-12-09 11:51:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-09 11:51:08,11,MEDIUM
827,1013,PY,61.84,AR,US,APP,TRANSFERENCIA_P2P,13836.03,13774.19,2025-12-09 13:10:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 13:10:08,13,LOW
677,1013,PY,8.02,BR,CN,APP,SUSCRIPCION_STREAMING,8793.78,8785.76,2025-12-09 17:40:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 17:40:08,17,LOW
606,1013,PY,3240.64,BR,AR,WEB,CASINO_ONLINE,3404.65,164.01000000000022,2025-12-09 23:36:08,True,IP y tarjeta en países distintos; Vaciado de cuenta; ,40,2025-12-09 23:36:08,23,MEDIUM
941,1013,PY,2393.73,NG,NG,POS,LUJOS,4372.08,1978.35,2025-12-10 06:27:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-10 06:27:08,6,MEDIUM
1157,1013,PY,1628.65,AR,DE,CAJERO,TRANSFERENCIA_P2P,12188.21,10559.56,2025-12-10 09:38:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 09:38:08,9,LOW
1472,1013,PY,8764.43,US,US,WEB,LUJOS,1715.88,0.0,2025-12-10 12:42:08,True,Monto extremadamente alto; IP y tarjeta en países distintos; Vaciado de cuenta; ,80,2025-12-10 12:42:08,12,HIGH
505,1013,PY,68.12,BR,AR,WEB,SUPERMERCADO,1714.14,1646.02,2025-12-10 19:15:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 19:15:08,19,LOW
1432,1013,PY,2648.92,RU,RU,POS,CASINO_ONLINE,2223.98,0.0,2025-12-11 06:18:08,True,País de alto riesgo; IP y tarjeta en países distintos; Vaciado de cuenta; ,65,2025-12-11 06:18:08,6,MEDIUM
1074,1014,BR,114.85,AR,PY,APP,SUPERMERCADO,2521.13,2406.28,2025-12-04 16:03:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 16:03:08,16,LOW
889,1014,BR,11623.86,CN,MX,WEB,LUJOS,15335.58,3711.7199999999993,2025-12-04 19:28:08,True,Monto extremadamente alto; País de alto riesgo; IP y tarjeta en países distintos; ,85,2025-12-04 19:28:08,19,HIGH
222,1014,BR,2663.2,CN,AR,CAJERO,TRANSFERENCIA_P2P,7477.81,4814.610000000001,2025-12-04 23:13:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-04 23:13:08,23,MEDIUM
206,1014,BR,2718.77,NG,US,WEB,CRIPTO_EXCHANGE,9444.39,6725.619999999999,2025-12-05 08:47:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-05 08:47:08,8,MEDIUM
85,1014,BR,61.76,CN,PY,CAJERO,SUPERMERCADO,2920.99,2859.23,2025-12-05 09:26:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-05 09:26:08,9,MEDIUM
48,1014,BR,203.42,AR,DE,POS,ELECTRONICA,3812.21,3608.79,2025-12-05 09:51:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 09:51:08,9,LOW
704,1014,BR,1365.71,US,NG,APP,CASINO_ONLINE,6859.01,5493.3,2025-12-05 10:55:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 10:55:08,10,LOW
1000,1014,BR,1127.45,CN,BR,APP,RESTAURANTE,17762.05,16634.6,2025-12-05 10:56:08,True,País de alto riesgo; ,25,2025-12-05 10:56:08,10,LOW
1445,1014,BR,2942.62,DE,DE,POS,CRIPTO_EXCHANGE,7441.63,4499.01,2025-12-05 10:58:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 10:58:08,10,LOW
834,1014,BR,16.86,CN,AR,WEB,SUSCRIPCION_STREAMING,4184.88,4168.02,2025-12-05 13:27:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-05 13:27:08,13,MEDIUM
1454,1014,BR,67.74,DE,DE,WEB,SUPERMERCADO,4232.93,4165.1900000000005,2025-12-05 17:28:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 17:28:08,17,LOW
1106,1014,BR,379.82,CN,NG,POS,TRANSFERENCIA_P2P,12586.0,12206.18,2025-12-06 00:42:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-06 00:42:08,0,MEDIUM
1140,1014,BR,6662.68,DE,PY,SUCURSAL,CRIPTO_EXCHANGE,15991.1,9328.42,2025-12-06 07:39:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 07:39:08,7,LOW
1426,1014,BR,5355.8,US,MX,CAJERO,CRIPTO_EXCHANGE,10909.91,5554.11,2025-12-06 13:33:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 13:33:08,13,LOW
721,1014,BR,366.79,US,CN,SUCURSAL,TRANSFERENCIA_P2P,4299.88,3933.09,2025-12-06 17:07:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 17:07:08,17,LOW
63,1014,BR,72.21,NG,PY,WEB,SUPERMERCADO,11777.06,11704.85,2025-12-06 19:22:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-06 19:22:08,19,MEDIUM
855,1014,BR,3129.07,DE,BR,SUCURSAL,CRIPTO_EXCHANGE,348.81,0.0,2025-12-06 23:20:08,True,Vaciado de cuenta; ,20,2025-12-06 23:20:08,23,LOW
745,1014,BR,3449.24,MX,PY,WEB,CRIPTO_EXCHANGE,11587.37,8138.130000000001,2025-12-07 04:36:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-07 04:36:08,4,LOW
368,1014,BR,1337.38,CN,BR,CAJERO,CRIPTO_EXCHANGE,13857.19,12519.81,2025-12-07 07:23:08,True,País de alto riesgo; ,25,2025-12-07 07:23:08,7,LOW
39,1014,BR,3920.66,NG,CN,WEB,CRIPTO_EXCHANGE,11481.28,7560.620000000001,2025-12-07 17:17:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 17:17:08,17,MEDIUM
515,1014,BR,204.2,CN,CN,POS,RESTAURANTE,14130.45,13926.25,2025-12-07 17:27:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 17:27:08,17,MEDIUM
1254,1014,BR,734.32,MX,RU,SUCURSAL,ELECTRONICA,11704.16,10969.84,2025-12-08 02:30:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-08 02:30:08,2,LOW
479,1014,BR,1946.01,RU,DE,POS,LUJOS,15982.92,14036.91,2025-12-08 05:11:08,True,País de alto riesgo; IP y tarjeta en países distintos; Actividad nocturna inusual; ,60,2025-12-08 05:11:08,5,MEDIUM
1111,1014,BR,10820.21,BR,AR,WEB,LUJOS,15758.24,4938.030000000001,2025-12-08 09:04:08,True,Monto extremadamente alto; ,40,2025-12-08 09:04:08,9,MEDIUM
550,1014,BR,5406.76,MX,ES,WEB,CRIPTO_EXCHANGE,12686.11,7279.35,2025-12-08 09:28:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 09:28:08,9,LOW
513,1014,BR,225.27,US,MX,CAJERO,ELECTRONICA,14738.36,14513.09,2025-12-09 07:43:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 07:43:08,7,LOW
669,1014,BR,4588.74,DE,DE,APP,LUJOS,18841.87,14253.13,2025-12-09 11:53:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 11:53:08,11,LOW
754,1014,BR,12764.97,CN,CN,CAJERO,ELECTRONICA,5109.05,0.0,2025-12-09 17:02:08,True,Monto extremadamente alto; País de alto riesgo; IP y tarjeta en países distintos; Vaciado de cuenta; ,100,2025-12-09 17:02:08,17,HIGH
1121,1014,BR,144.42,AR,US,SUCURSAL,RESTAURANTE,7048.34,6903.92,2025-12-09 20:31:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 20:31:08,20,LOW
355,1014,BR,3953.79,CN,MX,WEB,CRIPTO_EXCHANGE,4191.8,238.01000000000025,2025-12-10 02:59:08,True,País de alto riesgo; IP y tarjeta en países distintos; Actividad nocturna inusual; ,60,2025-12-10 02:59:08,2,MEDIUM
372,1014,BR,17.16,MX,RU,WEB,SUPERMERCADO,13335.33,13318.17,2025-12-10 08:09:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 08:09:08,8,LOW
408,1014,BR,16.51,PY,AR,APP,SUSCRIPCION_STREAMING,18944.87,18928.36,2025-12-10 20:09:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 20:09:08,20,LOW
440,1014,BR,2573.46,NG,BR,CAJERO,CRIPTO_EXCHANGE,9086.19,6512.7300000000005,2025-12-11 03:01:08,True,País de alto riesgo; Actividad nocturna inusual; ,40,2025-12-11 03:01:08,3,MEDIUM
1003,1015,AR,56.54,PY,NG,APP,SUPERMERCADO,8856.25,8799.71,2025-12-04 17:14:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 17:14:08,17,LOW
560,1015,AR,31.86,NG,BR,APP,SUSCRIPCION_STREAMING,5893.95,5862.09,2025-12-05 08:13:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-05 08:13:08,8,MEDIUM
943,1015,AR,111.79,MX,NG,SUCURSAL,SUPERMERCADO,4239.21,4127.42,2025-12-05 16:01:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 16:01:08,16,LOW
1224,1015,AR,16.29,BR,MX,POS,SUSCRIPCION_STREAMING,14661.11,14644.82,2025-12-06 01:58:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 01:58:08,1,LOW
369,1015,AR,2970.68,AR,AR,APP,CASINO_ONLINE,10672.86,7702.18,2025-12-06 04:25:08,True,Actividad nocturna inusual; ,15,2025-12-06 04:25:08,4,LOW
1274,1015,AR,161.54,US,NG,WEB,SUPERMERCADO,14587.71,14426.169999999998,2025-12-06 12:56:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 12:56:08,12,LOW
1417,1015,AR,1285.88,RU,RU,SUCURSAL,CASINO_ONLINE,13974.84,12688.96,2025-12-06 20:14:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-06 20:14:08,20,MEDIUM
393,1015,AR,268.65,MX,CN,SUCURSAL,ELECTRONICA,5332.38,5063.7300000000005,2025-12-07 04:00:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 04:00:08,4,LOW
910,1015,AR,73.78,ES,MX,SUCURSAL,RESTAURANTE,2169.32,2095.54,2025-12-07 05:14:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 05:14:08,5,LOW
1235,1015,AR,4751.61,NG,PY,SUCURSAL,LUJOS,9061.26,4309.650000000001,2025-12-07 07:15:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 07:15:08,7,MEDIUM
965,1015,AR,3363.8,RU,RU,SUCURSAL,CRIPTO_EXCHANGE,16835.28,13471.48,2025-12-07 09:43:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 09:43:08,9,MEDIUM
454,1015,AR,17.2,NG,CN,CAJERO,SUSCRIPCION_STREAMING,17905.36,17888.16,2025-12-07 10:57:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 10:57:08,10,MEDIUM
190,1015,AR,3569.32,AR,MX,APP,LUJOS,3416.64,0.0,2025-12-07 17:36:08,True,Vaciado de cuenta; ,20,2025-12-07 17:36:08,17,LOW
1281,1015,AR,1500.56,PY,US,SUCURSAL,TRANSFERENCIA_P2P,10034.37,8533.810000000001,2025-12-07 18:11:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 18:11:08,18,LOW
1450,1015,AR,295.19,RU,NG,SUCURSAL,ELECTRONICA,5551.01,5255.820000000001,2025-12-08 05:47:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-08 05:47:08,5,MEDIUM
596,1015,AR,2482.99,DE,PY,APP,CRIPTO_EXCHANGE,6747.8,4264.81,2025-12-08 16:56:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 16:56:08,16,LOW
1269,1015,AR,24.77,ES,DE,APP,SUSCRIPCION_STREAMING,2174.51,2149.74,2025-12-09 06:42:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 06:42:08,6,LOW
997,1015,AR,15.0,US,MX,SUCURSAL,SUSCRIPCION_STREAMING,2072.59,2057.59,2025-12-09 07:54:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 07:54:08,7,LOW
1144,1015,AR,284.76,US,DE,POS,ELECTRONICA,8318.57,8033.809999999999,2025-12-09 20:57:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 20:57:08,20,LOW
729,1015,AR,7360.03,MX,BR,SUCURSAL,LUJOS,14648.98,7288.95,2025-12-09 21:23:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 21:23:08,21,LOW
608,1015,AR,156.33,CN,NG,APP,SUPERMERCADO,9052.33,8896.0,2025-12-09 21:44:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-09 21:44:08,21,MEDIUM
883,1015,AR,16366.22,CN,AR,POS,LUJOS,3829.77,0.0,2025-12-10 22:34:08,True,Monto extremadamente alto; País de alto riesgo; Vaciado de cuenta; ,85,2025-12-10 22:34:08,22,HIGH
833,1016,PY,8.28,ES,RU,WEB,SUSCRIPCION_STREAMING,7022.69,7014.41,2025-12-04 09:30:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 09:30:08,9,LOW
412,1016,PY,4096.17,ES,NG,SUCURSAL,LUJOS,2638.39,0.0,2025-12-04 09:51:08,True,IP y tarjeta en países distintos; Vaciado de cuenta; ,40,2025-12-04 09:51:08,9,MEDIUM
1066,1016,PY,154.83,NG,ES,APP,RESTAURANTE,8757.01,8602.18,2025-12-04 18:05:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-04 18:05:08,18,MEDIUM
1207,1016,PY,14.43,AR,MX,WEB,SUSCRIPCION_STREAMING,13789.34,13774.91,2025-12-04 19:11:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 19:11:08,19,LOW
31,1016,PY,5.83,RU,US,CAJERO,SUSCRIPCION_STREAMING,19038.39,19032.56,2025-12-04 22:07:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-04 22:07:08,22,MEDIUM
